	lang	ref_caption	gen_caption
4082	vi	Gohan no Tomo được coi là phiên bản đầu tiên của furikake.	Một hộp sữa nướng được dán vào một tấm ván.
4083	vi	Phố Condotti gần quảng trường Tây Ban Nha.	Một con đường rộng lớn được bao quanh bởi nhiều người đi bộ.
4084	vi	Drachma của Mithridates I của Parthia, cho thấy ông có râu và đội vương miện hoàng gia trên đầu mình	một đồng xu cổ đại của người và người
4085	vi	Toyotamaphimeia machikanense; một loài cá sấu tomistomine dài 8 m được phát hiện ở Osaka Prefecture, Nhật Bản.	Một con rắn xương rồng được mô tả là một con rắn xương
4086	vi	Nicholai II, Hoàng hậu Alexandra Feodorovna và năm người con của họ đều bị xử tử tại Yekaterinaburg, Nga	Một bức ảnh cổ điển của một gia đình trong một tình huống tình
4087	vi	Mèo Tai Cụp con lông dài	Mèo tai cụp
4088	vi	Lãnh chúa Rothschild với xe ngựa vằn nổi tiếng của ông (đàn Ngựa vằn đồng bằng), thường lái xe đi quanh Luân Đôn.	Một chiếc xe ngựa vằn được điều khiển bởi một người đàn ông.
4089	vi	Một con cá bị rận ký sinh, ăn mất lưỡi	Cá bị rận
4090	vi	Vách obsidian ở vòm Obsidian, California.	Một người đàn ông đứng trên một sườn núi gần một số lớ
4091	vi	Lệnh thăng chức Douglas MacArthur nhận cấp bậc Đại Thống tướng	Một tài liệu được dán lên một tấm giấy.
4092	vi	Tàu chiến lớp Udaloy của Nga	Một chiếc tàu lớn trong nước với một chiếc thuyền lớn ở bên
4093	vi	Photo of a disassembled RHU	Công nghệ hạt nhân
4094	vi	Để quân Mông Cổ ngừng bao vây Trung Đô, Kim Tuyên Tông phải trao em họ là Kỳ Quốc công chúa, con của Hoàng đế Hoàn Nhan Vĩnh Tế, cho Thành Cát Tư Hãn để hòa thân, quân Mông Cổ sau đó trở về khu vực Mạc Bắc.	Một bức tranh của một nhóm người đứng bên cạnh một con ngựa.
4095	vi	Mô tả về vua Narai của những người Châu Âu	một bức tranh cổ của một người đàn ông trong một chiếc mũ và m
4096	vi	Ảnh chân dung năm 1916.	một bức ảnh cổ điển của một người đàn ông với một chiếc áo
4097	vi	Xoài Raspuri thái lát	Một quả cam được cắt thành hai phần.
4098	vi	Bệ thờ tạ ơn Nhật Bản, phong cách Nanban, cuối thế kỷ 16, Bảo tàng Guimet.	Một bức tranh được treo trên một tấm gỗ.
4099	vi	Biển quảng cáo nổi bật của Samsung ở Quảng Trường Thời Đại, New York.	Một đường phố lớn với các biển báo và các tòa nhà cao.
4100	vi	Môi trường sống được bảo vệ cho các loài Nấm trên Ada Ciganlija	Một biển báo màu vàng và trắng trong một khu vực rừng.
4101	vi	Một cặp sinh sản	Hai con chim đang đi bộ trong nước.
4102	vi	Ảnh tàu Cassini-Huygens chụp bán cầu bắc của Titan ngày 8/7/2009. Tia nắng trong bức ảnh được cho là phản chiếu từ vùng hồ Kraken Mare chứa chất lỏng metan và etan[39]	Titan (vệ tinh) là một vệ tinh lớn và lớn trong hành tinh.
4103	vi	Nixon thăm các phi hành gia Apollo 11 năm 1969.	Một số người đàn ông đứng bên cạnh một chiếc xe tăng.
4104	vi	Họa phẩm: Judith and her Maidservant, vẽ giai đoạn 1618 - 1619, hiện lưu trữ ở Cung điện Pitti, Firenze. Kích cỡ 114x93,5 cm.	Một loài cây trong họ Asteraceae là một loài cây được sử dụng trong các
4105	vi	Toothbrush orchid, Dendrobium secundum	Một bức tranh cổ của một bông hoa lan hoàng thảo.
4106	vi	Công đồng Nicea và việc lên án lạc thuyết Arian.	Một tấm áp phích của một tấm áp phích của một t
4107	vi	Bức tường Lennon bên ngoài chuỗi cửa hàng thức ăn nhanh Yoshinoya, Hồng Kông.	Một số người đứng bên cạnh một bức tường Lennon.
4108	vi	Vua George I khi còn là Tuyển đế hầu Hanover (1660–1727). Khắc bởi John Smith, 1706.	Trung ương
4109	vi	Phiến đá của công trình của do hoàng đế Theodosius II chỉ đạo xây dựng, mô tả bầy cừu của Chúa	Một cái gạch đá được xây dựng từ các tảng đá và
4110	vi	Cún Florentine Spitz (chó Volpino)	Một con chó nhỏ trắng ngồi trên một chiếc ghế.
4111	vi	Vedran Smailović, nghệ sĩ vĩ cầm Sarajevo.	Một người đàn ông đứng bên cạnh một tòa nhà gỗ.
4112	vi	María Teresa Vera với Rafael Zequeira vào năm 1916	Một người đàn ông và một người phụ nữ đang đứng bên cạnh nhau.
4113	vi	Métro tuyến 14, ga Châtelet	Một chiếc xe điện ngầm đi qua một tòa nhà.
4114	vi	XF-85 nhìn từ trên xuống, có móc phía trên buồng lái	Một chiếc máy bay lớn được đặt trên một đường băng.
4115	vi	Dân số lịch sử ở Trung Quốc từ năm 2 SCN[1]	Một biểu đồ số lớn cho thấy số người Trung Quốc trong lịch sử
4116	vi	Bản đồ hành chính Việt Nam Cộng hòa năm 1967 thời Đệ Nhị Cộng hòa	Một bản đồ của Trung Quốc và các tỉnh trong nước.
4117	vi	Tọa độ điểm Nemo	Bán đảo
4118	vi	Tuyến xe số 1 của hệ thống tàu điện ngầm Bắc Kinh có quãng đường vận chuyển dài nhất và là hệ thống giao thông công cộng có tần suất hoạt động bận rộn nhất thế giới.	Một chiếc xe lửa điện ngầm màu đen và đỏ ở một ga tà
4119	vi	Atlantes tại Tula, Hidalgo	Một số tượng đá được xây dựng trong thời kỳ tiền Colombo
4120	vi	Một cảnh thi đấu trong khuôn khổ giải Robocon Việt Nam 2009 tại Huế	Một số người đang chơi trò chơi trong một sân chơi.
4121	vi	The Beatles làm việc trong studio với nhà sản xuất George Martin của họ, khoảng 1965	Các nhóm rock psychedelic được mô tả là những người tiên phong và ảnh h
4122	vi	Maeve Binchy	Một người phụ nữ đang ngồi bên cạnh một tấm ghế trong một
4123	vi	Bia ông Hổ	Một ngôi nhà lớn với một cái nhìn từ bên ngoài.
4124	vi	Bánh cuốn thương phẩm ở Paris	Một hộp gỗ được bao quanh bởi một số loại bánh cuốn.
4125	vi	Plesiadapis	Một con linh trưởng được mô tả là một con linh trưởng được mô tả là
4126	vi	Hình thái sinh học khác nhau của chó nhà	Một số con chó khác nhau trong một số bức ảnh.
4127	vi	Vương cung Thánh đường Thánh Peter cũ, do Hoàng đế Constantine I xây dựng, trở thành nơi trú ẩn của Anthemius nhằm tránh những kẻ ủng hộ Ricimer vào năm 472	Một bức tranh của một nhà thờ trong một thời kỳ cổ đại.
4128	vi	Holt phỏng vấn Bác sĩ Holly Bamford của Cơ quan Đại dương Quốc gia và Cục quản lý Đại dương và Khí quyển Quốc gia vao năm 2013	Một người đàn ông và một người phụ nữ đang nói chuyện trên một sàn
4129	vi	Johan's dendrobium, Dendrobium johannis	Một bức tranh cổ của một bông hoa lan hoàng thảo.
4130	vi	Toàn cảnh đan viện Châu Sơn	Giáo phận Phát Diệm
4131	vi	Tiếp theo từ sơ đồ trên, nếu thở ra bằng miệng trong điều kiện lạnh và ẩm, hơi nước sẽ ngưng tụ thành một đám mây hoặc sương mù có thể nhìn thấy được.	bụng
4132	vi	Các đội vượt qua vòng loại   Các đội tham dự vòng chung kết   Các đội bị loại	Một bản đồ của các quốc gia trong các lục địa được sắp x
4133	vi	Sturridge trong màu áo Chelsea tại Giải Premier League châu Á 2011	Một cầu thủ bóng đá đang chơi trên sân.
4134	vi	Một cái khuy trên cổ áo ve nhọn cho phép người mặc đính phụ kiện	Một người đàn ông mặc một chiếc áo khoác màu đen và một chiế
4135	vi	Tranh vẽ Betsy Ross trình bày lá cờ với George Washington (Tranh vẽ của Edward Percy Moran. năm 1917)	Một bức tranh của một nhóm người đứng bên cạnh một lá cờ Mỹ.
4136	vi	Desmoxytes purpurosea, tại Thái Lan.	Một con rắn số một nằm trên một tảng đá.
4137	vi	Một quách thế kỷ 19 miêu tả Đội quân biến mất của Cambyses II	Một bức tranh cổ điển của một nhóm người đứng bên cạnh một chiếc
4138	vi	"Vua Đồng Khánh - một ""dòng bên thờ tự"" điển hình ở Việt Nam. Ông lên ngôi với tư cách là con của Vua Tự Đức."	Một người phụ nữ trong một chiếc áo sơ mi nằm trên một
4139	vi	Sơ đồ máy bay MI-8	Một chiếc máy bay được mô tả trong một bản đồ.
4140	vi	Chuột nhắt 2 tuần tuổi.	Chuột nhắt nhà là loài có tính cách sinh sản rất nhanh và rất
4141	vi	"Bản đồ tổng thể Chiến dịch ""Tia Lửa"""	Một bản đồ cho thấy các tỉnh và các tỉnh trong chiến dịch.
4142	vi	Một lọ thức uống	Một lọ sữa trong một cái bát trên một tấm gối.
4143	vi	Khu vực làm thủ tục lên máy bay của Air Canada tại nhà ga quốc nội.	Một sân bay lớn với nhiều người đứng trong một sân bay.
4144	vi	Kim tự tháp Senusret II	Một ngọn núi lớn trong đất bên cạnh một con đường.
4145	vi	Emilia Clarke	Daenerys Targaryen
4146	vi	"Swift xuất hiện trong video ""Best Days of Your Life"" của Kellie Pickler"	Taylor Swift, tên của Taylor Swift, được đăng trên YouTube vào ngày 27 tháng 11 năm 2011.
4147	vi	Vyacheslav I thỏa thuận với Iziaslav II Mstislavich	một bức tranh cổ điển của một người đàn ông trong trang phục cổ điển
4148	vi	Vách đá Trắng Dover	Môi trường sống
4149	vi	Chân dung một người bản địa tại Makin, Alfred Thomas Agate vẽ năm (1841)	Một bức tranh của một người đàn ông với tóc dài và một chiếc m
4150	vi	Albert Einstein - cha đẻ của thuyết tương đối	Ảnh tượng của Albert Einstein
4151	vi	Thịt nướng	Không có thông tin rõ ràng về độ chín của thịt nhưng nhìn chung, nó
4152	vi	Hoa của S. laxum	Một cây hoa màu trắng với các điểm màu vàng.
4153	vi	Một con ngựa đen điển hình	Một con ngựa đen đang chạy trên một số lớp cát.
4154	vi	Vườn lăng ở ngay gần lối vào của khu chùa	Chùa Bích Động là một ngôi đền lớn được xây dựng vào thời
4155	vi	Nhà hát Hoàng gia ở phố Haymarket	Mỹ
4156	vi	Tranh vẽ mô tả cảnh chú rể phán xét về trinh tiết của cô dâu khi thực hiện quyền hưởng đêm đầu ở Pháp	một bức tranh cổ điển của một người phụ nữ trong một chiếc váy
4157	vi	Một số pho tượng trong chùa Giác Lâm	Một tòa nhà lớn với các tấm gỗ và các tấm
4158	vi	Krishna thổi sáo với Radha.	Một bức tượng của hai vị thần trong một ngôi đền.
4159	vi	Tiffany tại buổi công chiếu của bộ phim điện ảnh My Brilliant Life vào tháng 8 năm 2014	Mỹ nhân
4160	vi	Cây Hàm Ếch - Saururus sinensis - Hình ảnh trích từ sách: Những cây thuốc và vị thuốc Việt Nam của GS-TS Đỗ Tất Lợi	một cây hàm ếch với lá và rễ
4161	vi	Ổ khóa John Tann gắn trước căn phòng bí mật ở sân bay Croydon	Một biển báo gắn vào một cửa sổ ở sân bay Croydon.
4162	vi	Các huyện của Bern	Một bản đồ của các tỉnh và thành phố ở Thụy Sĩ
4163	vi	Ảnh động miêu tả sự dịch chuyển của các lục địa khi tách ra từ Pangaea cho đến nay.	một bức ảnh của trái đất với một số đảo và một số đ
4164	vi	Amber tại Jeju K-Pop Festival, tháng 10 năm 2015.	Một người đàn ông mặc áo khoác màu đen và trắng đang tập trung
4165	vi	Chân dung Edward, c. 1543–46[21]	Một bức tranh của một người đàn ông mặc một chiếc áo khoác
4166	vi	Voọc mũi hếch Việt Nam	Voọc mũi hếch
4167	vi	Một con hươu đang ăn lá	Một con ngựa ăn lá trong một khu vực rừng.
4168	vi	Kênh Rideau, Sông Rideau, Đường Colonel By, trường Đại học Carleton, khu trung tâm Ottawa và dãy núi Laurentian	Môi trường tự nhiên ở Ottawa là một khu vực rừng và cây xanh,
4169	vi	Anne khi 6 tuổi, năm 1607.	Một bức tranh của một cô gái mặc một chiếc váy màu trắng.
4170	vi	Bệnh viện Canberra.	Một tòa nhà lớn ở trung tâm một khu vực rộng lớn.
4171	vi	CH-21C cẩu lựu pháo 105mm	Mỹ
4172	vi	Vua Đường Huyền Tông chạy từ Trường An vào đất Thục	Đồng Quan (756) là một trận chiến lớn và tàn khốc trong lịch sử
4173	vi	Thượng viện có quyền xét xử các vụ luận tội; hình ở trên là hình vẽ của Theodore R. Davis về cuộc xử luận tội Tổng thống Andrew Johnson, 1867.	một bức tranh của một phiên họp tại tòa nhà tổng thống
4174	vi	Huế nhìn từ trên cao	Một con sóng lớn bay trên một con sông ở Trung Quốc.
4175	vi	Huấn dân chính âm Eonhae	một trang báo được viết bằng tiếng Hàn
4176	vi	Carey đến dự Giải thưởng của Hội Diễn viên Điện ảnh lần thứ 20 vào tháng 1 năm 2014	Một người phụ nữ mặc váy đen và một chiếc mũ lớn.
4177	vi	Một họa phẩm về cái lều bằng da, là chỗ ở của người du mục	Một chiếc lều được xây dựng từ gỗ và được xây d
4178	vi	Bức tranh màu nước của Richard Rummell, năm 1906.[30]	một bức tranh từ trên cao của trường đại học Harvard
4179	vi	Tác phẩm điêu khắc Tam giác bất khả thi ở Gotschuchen, Áo	Một người đàn ông đứng bên cạnh một chiếc ghế gỗ gọi là
4180	vi	Brasília năm 1964	Một bức ảnh từ trên không của một khu vực dân cư.
4181	vi	"Biểu đồ thể hiện đường đi của bão; những dấu chấm màu đại diện cho vị trí bão và cường độ của nó trong thời gian sáu tiếng.
Thang bão Saffir-Simpson ATNĐ BNĐ C1 C2 C3 C4 C5"	Một bản đồ của một cơn bão ở Trung Quốc.
