	lang	ref_caption	gen_caption
569	iw	"שריונית האמבר סימן 1 קנדי (Fox), עם מקלע כבד 15 מ""מ"	רכב מלחמת העצמאות עם ארבעה צמיגים.
570	iw	צינורות של נורד סטרים-2, המדגימים שלבי ייצור טכנולוגיים שונים. ראשית, החלת הגנה נגד קורוזיה מפוליאתילן, ואז חולצת צינור מבטון מזוין.	דף ראשי - נורד סטרים 2, דף ראשי - נורד סטרים 2, דף ראשי
571	iw	תמי בולדווין, כיושבת ראש זמנית של הקונגרס	תמי בולדווין, כותרת מקטע: בית הנבחרים של ארצות הברית
572	iw	בית הכנסת באורמיה, 2012	קהילה יהודית בכורדיסטן
573	iw	פסלו של הנס זקס המוצב בכיכר הנס זקס בנירנברג עירו	אנדרטה של אדם עם ספרים.
574	iw	פברגאס במדי ברצלונה, 2012	סגנון משחק: כדורגל
575	iw	המהדורה הראשונה של כתב העת 'Fanal (בתרגום חופשי: 'לפיד'), 1926	עטיפה לספר עם כותרת שחור-לבן
576	iw	צ'אבי, בימין, לצד זלאטן איברהימוביץ', בעונת 2009/2010	תחת רייקארד
577	iw	פלנקס יוונית	רקע: עץ
578	iw	מצבת זיכרון זמנית של הקולומביה	קבוצה גדולה של אנשים עומדים ליד דגל עם זרי פרחים.
579	iw	סכין מדממת	קרב ליטל ביגהורן, כותרת מקטע: רינו ובנטין על גבעת רינו
580	iw	"לוחית זיכרון ליעקב גרנק ברמת גן. על הלוחית כתוב: בחדר שעל הגג שבסמטת מעלות 3 התגוררו בתקופת השלטון הבריטי בא""י יעקב גרנק ('דב') ורעיתו לאה. 'דב' היווה את עמוד התווך של יחידות הקרב של לח""י והיה לאגדה עוד בחייו כלוחם העשוי לבלתי חת."	עמוד שחור עם כתובת עברית על ידו.
581	iw	מבט אל מכתש רמון, מצוקו הצפוני והר גמל	קטע צילום של מכתשים בנגב
582	iw	"הארי בלפונטה בצעדה למען זכויות האזרח בוושינגטון ב-1963, ביום הנאום המפורסם ""יש לי חלום"" של מרטין לותר קינג"	הארי בלפונטה, פוליטיקאי, חברתי, והומאניטרית.
583	iw	הברווז מעכל המזון של ונסון מ-1736	דף שחור לבן של דג עם מספר חלקים
584	iw	"תעודת זהות מנדטורית של כנעאן עאסי, ערבי תושב ירושלים. הסעיף המקביל לסעיף ה""לאום"" בתעודות הזהות הישראליות הוא כאן הסעיף ""גזע"" (Race) בו מצוין ""ערבי נוצרי"""	תעודת זהות (ישראל), כותרת מקטע: בתקופת המנדט
585	iw	דרך בגין (לשעבר דרך פתח תקווה)	רחוב עם רכבים רבים שעוברים בו.
586	iw	מפת הקרב	לוח עם מספר קווי מים גדולים
587	iw	תמונת לוויין של קפריסין	קפריסין היא מדינה אירופית עם מספר רב של ערי הים.
588	iw	ענן אלטוקומולוס.	עננים גבוהים מעל עיר.
589	iw	המסגד הגדול בקורדובה שריד מפואר לנוכחות המוסלמית בספרד	היסטוריה של אירופה, כותרת מקטע: פאודליזם מערב אירופי
590	iw	הפגת הנוער הערבי החלוצי באחד במאי בשנות החמישים	הסתדרות הכללית של העובדים בארץ ישראל
591	iw	"תלמידי ""תיכון המושבה"" מזכרון יעקב בעמק ססגון, ברקע גבעת ססגון המהווה את גבולו המזרחי של העמק"	עמק ססגון, אזור גאוגרפי: עמק ססגון, אזור אקלים: עמק ססגון, אזור
592	iw	טרבושה מימי הביניים יכלו ליידות אבנים גדולות בקצב של שתיים בשעה על עמדות האויב	לוחמת מצור בימי הביניים
593	iw	הזוכה השלישי של קרב הבאטל רויאל לזכרו של אנדרה הענק, ברון קורבין, רסלמניה 32	הגביע לזכר אנדרה הענק
594	iw	מלון פארק בנתניה	פיגועי טרור נגד ישראלים בישראל ובשטחים ב-2002
595	iw	אש התמיד בקברו של קנדי	ג'ון פיצג'רלד קנדי, כותרת מקטע: הערכה היסטורית ומורשת
596	iw	תמונת הדוכס מלרמה שצייר רובנס בביקורו הראשון בספרד	פטר פאול רובנס, כותרת מקטע: איטליה (1600 - 1608)
597	iw	שריונות לוחמי צבא ג'ינגיס חאן, מוזיאון הטכנולוגיה בסאן חוזה.	ג'ינגיס חאן הוא אחד מהצבאות העתיקות ביותר.
598	iw	דיוק, לוול והייז משמשים כ-CAPCOM במהלך משימת אפולו 11	ארבעה אנשי צוות עומדים ליד מחשבים.
599	iw	שחזור גולגולת של פרנתרופוס בויזאי שהתגלתה על ידי מרי ליקי בערוץ אולדובאי בקניה. ניתן לראות היטב את מאפייני הסוג פרנתרופוס - לסת תחתונה מסיבית (מונחת בצד) ורכס סגיטלי בראש הגולגולת.	אוסטרלופיתקוס, כותרת מקטע: ברום ומשפחת ליקי: גילוי האוסטרלופיתקנים החסונים
600	iw	המדינות שהעפילו והישגיהן:   מקום ראשון   מקום שני   מקום שלישי   מקום רביעי   רבע גמר   סיבוב ראשון	דף עם מספרים רבים של מדינות עם מספרים רבים של מדינות עם מספרים רבים
601	iw	מבט מבחוץ על מזרח הקתדרלה	קתדרלת נאנט, אנגליה
602	iw	מבנה האוניברסיטה ההטכנית של אורל	אוניברסיטת אורל הפדרלית, כותרת מקטע: היסטוריה
603	iw	הרב שטינמן (במרכז עם חליפה וכובע) בחברת תלמידיו בישיבת חפץ חיים בכפר סבא	קבוצה של ילדים עומדים יחד בחדר.
604	iw	שטיבר (מקדימה) עובד עבור תום בונן (במרכז, במדי אלוף בלגיה) בE3 הארלבקה בשנת 2013	זדנק שטיבר, כותרת מקטע: קוויק סטפ (2011 - היום)
605	iw	דיוקנו הרשמי של אייזנהאואר	דווייט אייזנהאואר, כותרת מקטע: נשיאותו (1953–1961)
606	iw	תורת מנחם - התוועדות, הסדרה הממוספרת	"סדרת הספרים של הרב מנחם, כותרת מקטע: הסדרה המוקדמת (תש""י-ת"
607	iw	מראה תערוכה בפלה דה טוקיו/מרכז ליצירה עכשווית בפריז	קישורים חיצוניים - פלה דה טוקיו
608	iw	טנק לוקסט M22 מגיח מבטנו של דאון בריטי מסוג Hamilcar	רכב מלחמה ישן עם רכב מלחמה ישן עליו.
609	iw	המחליקה האומנותית קים יו-נה, עם מדליית הזהב בה זכתה בוונקובר	נשים עם דגל קוריאה הדרומית עומדות על סקייטבורד.
610	iw	בורק (ימין) עם סילבסטר טרקאי באירוע December to Dismember,‏ 2006	שם עמוד: אלייז'ה בורק, כותרת מקטע: The New Breed (2006–2007)
611	iw	אורקיסה בתקופת כהונתו כנשיא	צילום של גבר בחליפה עם סרט שחור.
612	iw	"""גֶנקאן"" בבית יפני טיפוסי"	ארמון הוֹן-מארוּ כיום, מבט מבפנים
613	iw	השער הדרומי של סיאול	סיאול, סין
614	iw	הסיירת מיקומה זמן קצר לפני טביעתה	מלחמת מידוויי, מלחמת מידוויי, מלחמת מידוויי, מלחמת מידוויי, מלחמת מידוויי,
615	iw	דיוקן של נוסטרדמוס שצויר על ידי בנו סזאר	דיוקן של אדם עם שער שחור עם תווית סביבו
616	iw	הקוודקופטר של ג'ורג' דה בוטזאט, 1923	צילום בשחור-לבן של מטורף עם ארבע גלגלים.
617	iw	"שיחזור פעילות הפלמ""ח במלחמת השחרור"	"בית הכנסת האשכנזי ""בית ישראל"" בימין משה, ירושלים, ירושלים, ישראל"
618	iw	רוזיקה שווימר	כותרת מקטע: לקראת הפלגת ספינת השלום
619	iw	טחנת הקמח של זנגווארדן	עץ ירוק עם עץ ירוק ליד עץ ירוק.
620	iw	חצי הלל, הגדת נירנברג, 1449	כותרת עמוד: קריאת ההלל, כותרת מקטע: סוגי ההלל וזמני אמירתו.
621	iw	"ברוב גני הילדים בישראל, בציבור החילוני והדתי כאחד, נוהגים לאפות בימי שישי חלות לשבת. וכן ממנים ""אבא של שבת"" ו""אמא של שבת"""	ילדה עומדת ליד שולחן עם ילדים אחרים.
622	iw	פרופיל כנף סביבו הכוחות האווירודינמיים הפועלים עליו	ציר אווירודינמיקה עם מספרים ירוקים
623	iw	המתפלל האחרון, מאת שמואל הירשנברג (1897)	קטגוריה:תפילה
624	iw	בילטונג	סוג: רכיבים
625	iw	בכחול מסומנים גבולותיה של השכונה, נהר הפרת מהווה את הגבול ממזרח	דף אינטרנט עם מפה של עיר עם מספר רחובות.
626	iw	יאן אובלק, מחזיק בשיא של 4 זכיות רצופות (יחד עם ויקטור ואלדס), ויחס הספיגות הנמוך ביותר לעונה בהיסטוריה 0.47 (יחד עם פאקו ליאניו).	שחקן כדורגל עם ידיים ירוקות עומדים על כדור.
627	iw	לוח זיכרון על ביתו ברובע 5 בבודפשט	שם עמוד: ברטה סן דור (סופר), כותרת מקטע: חייו
628	iw	שער הכניסה לנמל	רחוב עם מספר אנשים שעוברים עליו.
629	iw	מסיכת המוות של דנטה, המוצגת בפאלאצו וקיו בפירנצה	דנטה אליגיירי, כותרת מקטע: חייו
630	iw	רייגן מנהל מסע בחירות בפלורידה.	אירועים במסע הבחירות 1980
631	iw	"עטיפת ההוצאה המקורית של ""טרגדיה אמריקאית"" משנת 1926"	כותרת עמוד: תאודור דרייזר, כותרת מקטע: קריירה ספרותית
632	iw	רג'ינלד דוהרטי, מנצח תחרות הגברים	גבר עם חולצה שחור-לבן עם תווית.
633	iw	יוסף קלוזנר	גבר עם משקפיים ישב על כורסה
634	iw	"כריכת ספר הצילום ""עפרון הטבע"" שפרסם טלבוט"	"כותרת עמוד: ויצמן הנרי פוקס טלבוט, כותרת מקטע: ""עפרון הטבע"","
635	iw	בית אימברגר	בית עם שער שחור ליד עץ.
636	iw	תמונת אילוסטרציה של שער הניצחון בתל שלם שמשוער שהקדישו הסנאט והעם הרומאי לכבוד הקיסר אדריאנוס לאחר דיכוי המרד	מלחמת בר כוכבא, כותרת מקטע: שאלת השתתפותו של הגליל במרד.
637	iw	בניין הרסט, בין הרחובות מרקט & השלישי, סן פרנסיסקו, תכנון מחדש של מורגן משנת 1937	צילום של קיר עם שעון ליד הכניסה.
